accession	variant
MW564715.1	B.1.427_B.1.429
MW564740.1	B.1.427_B.1.429
MW564746.1	B.1.427_B.1.429
MW564748.1	B.1.427_B.1.429
MW564761.1	B.1.427_B.1.429
MW564777.1	B.1.427_B.1.429
MW564789.1	B.1.427_B.1.429
MW564790.1	B.1.427_B.1.429
MW564791.1	B.1.427_B.1.429
MW564802.1	B.1.427_B.1.429
MW564828.1	B.1.427_B.1.429
MW564831.1	B.1.427_B.1.429
MW564835.1	B.1.427_B.1.429
MW564872.1	B.1.427_B.1.429
MW564878.1	B.1.427_B.1.429
MW564883.1	B.1.427_B.1.429
MW564889.1	B.1.427_B.1.429
MW564964.1	B.1.427_B.1.429
MW564965.1	B.1.427_B.1.429
MW564966.1	B.1.427_B.1.429
MW564970.1	B.1.427_B.1.429
MW565001.1	B.1.427_B.1.429
MW565018.1	B.1.427_B.1.429
MW565045.1	B.1.427_B.1.429
MW565068.1	B.1.427_B.1.429
MW565087.1	B.1.427_B.1.429
MW565285.1	B.1.427_B.1.429
MW565286.1	B.1.427_B.1.429
MW565288.1	B.1.427_B.1.429
MW565289.1	B.1.427_B.1.429
MW565325.1	B.1.427_B.1.429
MW565482.1	B.1.427_B.1.429
MW565492.1	B.1.427_B.1.429
MW565501.1	B.1.427_B.1.429
MW565502.1	B.1.427_B.1.429
MW565510.1	B.1.427_B.1.429
MW565512.1	B.1.427_B.1.429
MW565514.1	B.1.427_B.1.429
MW565758.1	B.1.427_B.1.429
MW565759.1	B.1.427_B.1.429
MW565760.1	B.1.427_B.1.429
MW565761.1	B.1.427_B.1.429
MW565762.1	B.1.427_B.1.429
MW565767.1	B.1.427_B.1.429
MW565768.1	B.1.427_B.1.429
MW565850.1	B.1.1.7
MW565853.1	B.1.1.7
MW565854.1	B.1.1.7
MW565855.1	B.1.1.7
MW566184.1	B.1.427_B.1.429
MW566195.1	B.1.427_B.1.429
MW566223.1	B.1.427_B.1.429
MW566224.1	B.1.427_B.1.429
MW570893.1	B.1.427_B.1.429
MW571128.1	B.1.1.7
MW571129.1	B.1.1.7
MW571130.1	B.1.1.7
MW571131.1	B.1.1.7
MW571132.1	B.1.1.7
MW571133.1	B.1.1.7
MW571134.1	B.1.1.7
MW571135.1	B.1.1.7
MW571136.1	B.1.1.7
MW571137.1	B.1.1.7
MW571138.1	B.1.1.7
MW571139.1	B.1.1.7
MW571141.1	B.1.1.7
MW571142.1	B.1.1.7
MW571143.1	B.1.1.7
MW571144.1	B.1.1.7
MW571145.1	B.1.1.7
MW571146.1	B.1.1.7
MW571147.1	B.1.1.7
MW571148.1	B.1.1.7
MW571149.1	B.1.1.7
MW571150.1	B.1.1.7
MW571151.1	B.1.1.7
MW571152.1	B.1.1.7
MW571153.1	B.1.1.7
MW571154.1	B.1.1.7
MW571155.1	B.1.1.7
MW571156.1	B.1.1.7
MW571157.1	B.1.1.7
MW571158.1	B.1.1.7
MW571159.1	B.1.1.7
MW571160.1	B.1.1.7
MW571161.1	B.1.1.7
MW571162.1	B.1.1.7
MW571163.1	B.1.1.7
MW571164.1	B.1.1.7
MW571168.1	B.1.1.7
MW571169.1	B.1.1.7
MW571170.1	B.1.1.7
MW571171.1	B.1.1.7
MW571173.1	B.1.1.7
MW571174.1	B.1.1.7
MW571175.1	B.1.1.7
MW571176.1	B.1.1.7
MW571178.1	B.1.1.7
MW571181.1	B.1.1.7
MW571183.1	B.1.1.7
MW571184.1	B.1.1.7
MW571186.1	B.1.1.7
MW571188.1	B.1.1.7
MW571191.1	B.1.525
MW571194.1	B.1.525
MW577044.1	B.1.427_B.1.429
MW577049.1	B.1.427_B.1.429
MW577860.1	B.1.427_B.1.429
MW577879.1	B.1.427_B.1.429
MW578205.1	B.1.427_B.1.429
MW578210.1	B.1.427_B.1.429
MW578231.1	B.1.525
MW580558.1	B.1.1.7
MW580559.1	B.1.1.7
MW583119.1	B.1.427_B.1.429
MW583126.1	B.1.427_B.1.429
MW583128.1	B.1.427_B.1.429
MW583145.1	B.1.427_B.1.429
MW583157.1	B.1.427_B.1.429
MW583182.1	B.1.427_B.1.429
MW583194.1	B.1.427_B.1.429
MW583205.1	B.1.427_B.1.429
MW583211.1	B.1.427_B.1.429
MW583242.1	B.1.427_B.1.429
MW583255.1	B.1.427_B.1.429
MW583256.1	B.1.427_B.1.429
MW583264.1	B.1.427_B.1.429
MW583319.1	B.1.427_B.1.429
MW583321.1	B.1.427_B.1.429
MW583355.1	B.1.427_B.1.429
MW583378.1	B.1.427_B.1.429
MW583396.1	B.1.1.7
MW583405.1	B.1.1.7
MW583409.1	B.1.1.7
MW583419.1	B.1.1.7
MW583424.1	B.1.427_B.1.429
MW583430.1	B.1.1.7
MW583440.1	B.1.1.7
MW584988.1	B.1.1.7
MW585815.1	B.1.427_B.1.429
MW585820.1	B.1.427_B.1.429
MW585835.1	B.1.427_B.1.429
MW585864.1	B.1.427_B.1.429
MW585866.1	B.1.427_B.1.429
MW585867.1	B.1.427_B.1.429
MW585868.1	B.1.427_B.1.429
MW585872.1	B.1.427_B.1.429
MW585873.1	B.1.427_B.1.429
MW585882.1	B.1.427_B.1.429
MW585890.1	B.1.427_B.1.429
MW585897.1	B.1.427_B.1.429
MW585931.1	B.1.427_B.1.429
MW585941.1	B.1.427_B.1.429
MW585957.1	B.1.427_B.1.429
MW585964.1	B.1.427_B.1.429
MW585970.1	B.1.427_B.1.429
MW585980.1	B.1.427_B.1.429
MW586015.1	B.1.427_B.1.429
MW586023.1	B.1.427_B.1.429
MW586035.1	B.1.427_B.1.429
MW586122.1	B.1.427_B.1.429
MW586125.1	B.1.427_B.1.429
MW586127.1	B.1.427_B.1.429
MW586128.1	B.1.427_B.1.429
MW586129.1	B.1.427_B.1.429
MW586153.1	B.1.427_B.1.429
MW586171.1	B.1.427_B.1.429
MW586172.1	B.1.427_B.1.429
MW586173.1	B.1.427_B.1.429
MW586182.1	B.1.427_B.1.429
MW586191.1	B.1.427_B.1.429
MW586192.1	B.1.427_B.1.429
MW586193.1	B.1.427_B.1.429
MW586208.1	B.1.427_B.1.429
MW586223.1	B.1.427_B.1.429
MW586246.1	B.1.427_B.1.429
MW586250.1	B.1.427_B.1.429
MW586251.1	B.1.427_B.1.429
MW586252.1	B.1.427_B.1.429
MW586258.1	B.1.427_B.1.429
MW586259.1	B.1.427_B.1.429
MW586260.1	B.1.427_B.1.429
MW586300.1	B.1.427_B.1.429
MW586306.1	B.1.427_B.1.429
MW586313.1	B.1.427_B.1.429
MW586316.1	B.1.427_B.1.429
MW586324.1	B.1.427_B.1.429
MW586325.1	B.1.427_B.1.429
MW586327.1	B.1.427_B.1.429
MW586328.1	B.1.427_B.1.429
MW586331.1	B.1.427_B.1.429
MW586354.1	B.1.427_B.1.429
MW586373.1	B.1.427_B.1.429
MW586374.1	B.1.427_B.1.429
MW586382.1	B.1.427_B.1.429
MW586383.1	B.1.427_B.1.429
MW586407.1	B.1.427_B.1.429
MW586436.1	B.1.427_B.1.429
MW586437.1	B.1.427_B.1.429
MW586438.1	B.1.427_B.1.429
MW586439.1	B.1.427_B.1.429
MW586440.1	B.1.427_B.1.429
MW586441.1	B.1.427_B.1.429
MW586446.1	B.1.427_B.1.429
MW586447.1	B.1.427_B.1.429
MW586448.1	B.1.427_B.1.429
MW586450.1	B.1.427_B.1.429
MW586451.1	B.1.427_B.1.429
MW586452.1	B.1.427_B.1.429
MW586453.1	B.1.427_B.1.429
MW586466.1	B.1.427_B.1.429
MW586478.1	B.1.427_B.1.429
MW586491.1	B.1.427_B.1.429
MW586503.1	B.1.427_B.1.429
MW586511.1	B.1.427_B.1.429
MW586521.1	B.1.427_B.1.429
MW586527.1	B.1.427_B.1.429
MW586533.1	B.1.427_B.1.429
MW586538.1	B.1.427_B.1.429
MW586543.1	B.1.427_B.1.429
MW586547.1	B.1.427_B.1.429
MW586555.1	B.1.427_B.1.429
MW586568.1	B.1.427_B.1.429
MW586570.1	B.1.427_B.1.429
MW586576.1	B.1.427_B.1.429
MW586592.1	B.1.1.7
MW586593.1	B.1.1.7
MW586597.1	B.1.1.7
MW586603.1	B.1.1.7
MW586613.1	B.1.1.7
MW586623.1	B.1.1.7
MW586670.1	B.1.1.7
MW586671.1	B.1.1.7
MW586673.1	B.1.1.7
MW586678.1	B.1.1.7
MW586679.1	B.1.1.7
MW586680.1	B.1.1.7
MW586681.1	B.1.1.7
MW586689.1	B.1.1.7
MW586696.1	B.1.427_B.1.429
MW586699.1	B.1.427_B.1.429
MW586707.1	B.1.427_B.1.429
MW586717.1	B.1.427_B.1.429
MW586718.1	B.1.427_B.1.429
MW586719.1	B.1.427_B.1.429
MW586723.1	B.1.427_B.1.429
MW586725.1	B.1.427_B.1.429
MW586729.1	B.1.427_B.1.429
MW586734.1	B.1.427_B.1.429
MW586739.1	B.1.427_B.1.429
MW586740.1	B.1.427_B.1.429
MW586744.1	B.1.427_B.1.429
MW586747.1	B.1.427_B.1.429
MW586749.1	B.1.427_B.1.429
MW586752.1	B.1.427_B.1.429
MW586754.1	B.1.427_B.1.429
MW586756.1	B.1.427_B.1.429
MW586757.1	B.1.427_B.1.429
MW586758.1	B.1.427_B.1.429
MW586762.1	B.1.427_B.1.429
MW586769.1	B.1.427_B.1.429
MW586774.1	B.1.427_B.1.429
MW586775.1	B.1.427_B.1.429
MW586776.1	B.1.427_B.1.429
MW586788.1	B.1.427_B.1.429
MW586802.1	B.1.427_B.1.429
MW586808.1	B.1.427_B.1.429
MW586809.1	B.1.427_B.1.429
MW586825.1	B.1.427_B.1.429
MW587778.1	B.1.1.7
MW589575.1	B.1.427_B.1.429
MW590335.1	B.1.1.7
MW590887.2	B.1.427_B.1.429
MW591255.2	B.1.427_B.1.429
MW591576.1	B.1.427_B.1.429
MW592813.1	B.1.427_B.1.429
MW592873.1	B.1.1.7
MW592874.1	B.1.1.7
MW593080.1	B.1.1.7
MW594056.1	B.1.1.7
MW595919.1	B.1.1.7
MW595923.1	B.1.1.7
MW595991.1	B.1.1.7
MW595997.1	B.1.1.7
MW595999.1	B.1.1.7
MW596007.1	B.1.427_B.1.429
MW596016.1	B.1.427_B.1.429
MW596023.1	B.1.427_B.1.429
MW596028.1	B.1.427_B.1.429
MW596039.1	B.1.427_B.1.429
MW596046.1	B.1.427_B.1.429
MW596048.1	B.1.427_B.1.429
MW596053.1	B.1.427_B.1.429
MW596063.1	B.1.427_B.1.429
MW596069.1	B.1.427_B.1.429
MW596101.1	B.1.427_B.1.429
MW596142.1	B.1.427_B.1.429
MW596152.1	B.1.427_B.1.429
MW596164.1	B.1.427_B.1.429
MW596170.1	B.1.427_B.1.429
MW596172.1	B.1.427_B.1.429
MW596174.1	B.1.427_B.1.429
MW596191.1	B.1.427_B.1.429
MW596212.1	B.1.427_B.1.429
MW596228.1	B.1.427_B.1.429
MW596237.1	B.1.1.7
MW596415.1	B.1.1.7
MW598405.1	B.1.1.7
MW598408.1	B.1.351
MW598413.1	B.1.351
MW598416.1	B.1.525
MW598417.1	B.1.1.7
MW598419.1	B.1.351
MW598422.1	B.1.1.7
MW598424.1	B.1.1.7
MW598426.1	B.1.1.7
MW598431.1	B.1.1.7
MW599459.1	B.1.1.7
MW599460.1	B.1.1.7
MW599464.1	B.1.1.7
MW599466.1	B.1.1.7
MW600280.1	B.1.1.7
MW600281.1	B.1.1.7
MW600282.1	B.1.1.7
MW600283.1	B.1.1.7
MW600455.1	B.1.1.7
MW600456.1	B.1.1.7
MW603943.1	B.1.1.7
MW603956.1	B.1.1.7
MW603962.1	B.1.1.7
MW603963.1	B.1.1.7
MW616848.1	B.1.427_B.1.429
MW616850.1	B.1.427_B.1.429
MW617516.1	B.1.427_B.1.429
MW617533.1	B.1.427_B.1.429
MW617547.1	B.1.427_B.1.429
MW617549.1	B.1.427_B.1.429
MW617550.1	B.1.427_B.1.429
MW617556.1	B.1.427_B.1.429
MW617563.1	B.1.427_B.1.429
MW617568.1	B.1.427_B.1.429
MW617580.1	B.1.427_B.1.429
MW617587.1	B.1.427_B.1.429
MW617589.1	B.1.427_B.1.429
MW617613.1	B.1.427_B.1.429
MW617620.1	B.1.427_B.1.429
MW617628.1	B.1.427_B.1.429
MW617634.1	B.1.427_B.1.429
MW617640.1	B.1.427_B.1.429
MW617641.1	B.1.1.7
MW617713.1	B.1.1.7
MW617734.1	B.1.351
MW621433.1	P.1
MW621453.1	B.1.351
MW621470.1	B.1.427_B.1.429
MW623736.1	B.1.1.7
MW623737.1	B.1.1.7
MW623738.1	B.1.1.7
MW623739.1	B.1.1.7
MW624725.1	B.1.1.7
MW626022.1	B.1.1.7
MW626023.1	B.1.1.7
MW626025.1	B.1.1.7
MW626028.1	B.1.1.7
MW626335.1	B.1.1.7
MW626336.1	B.1.1.7
MW626337.1	B.1.1.7
MW626339.1	B.1.1.7
MW626341.1	B.1.1.7
MW626342.1	B.1.1.7
MW626429.1	B.1.1.7
MW626431.1	B.1.1.7
MW626442.1	B.1.1.7
MW626451.1	B.1.1.7
MW626456.1	B.1.1.7
MW626467.1	B.1.1.7
MW626483.1	B.1.1.7
MW626491.1	B.1.1.7
MW626509.1	B.1.1.7
MW626515.1	B.1.1.7
MW626517.1	B.1.1.7
MW626518.1	B.1.1.7
MW626523.1	B.1.1.7
MW626542.1	B.1.1.7
MW626550.1	B.1.1.7
MW626556.1	B.1.1.7
MW626615.1	B.1.427_B.1.429
MW626616.1	B.1.427_B.1.429
MW626637.1	B.1.427_B.1.429
MW626638.1	B.1.427_B.1.429
MW626648.1	B.1.427_B.1.429
MW626791.1	B.1.427_B.1.429
MW628988.1	B.1.427_B.1.429
MW629009.1	B.1.427_B.1.429
MW629010.1	B.1.427_B.1.429
MW629194.1	B.1.427_B.1.429
MW629198.1	B.1.427_B.1.429
MW629206.1	B.1.427_B.1.429
MW629209.1	B.1.427_B.1.429
MW629212.1	B.1.427_B.1.429
MW629228.1	B.1.427_B.1.429
MW629229.1	B.1.427_B.1.429
MW629277.1	B.1.1.7
MW629299.1	B.1.427_B.1.429
MW629300.1	B.1.427_B.1.429
MW629428.1	B.1.427_B.1.429
MW629438.1	B.1.427_B.1.429
MW629468.1	B.1.1.7
MW629473.1	B.1.1.7
MW629484.1	B.1.1.7
MW629504.1	B.1.1.7
MW629516.1	B.1.427_B.1.429
MW629517.1	B.1.427_B.1.429
MW629520.1	B.1.427_B.1.429
MW629529.1	B.1.1.7
MW629531.1	B.1.1.7
MW629545.1	B.1.427_B.1.429
MW629554.1	B.1.1.7
MW631743.1	B.1.427_B.1.429
MW631754.1	B.1.427_B.1.429
MW631763.1	B.1.427_B.1.429
MW631786.1	B.1.427_B.1.429
MW631799.1	B.1.427_B.1.429
MW631820.1	B.1.427_B.1.429
MW631837.1	B.1.427_B.1.429
MW631843.1	B.1.427_B.1.429
MW631855.1	B.1.427_B.1.429
MW631869.1	B.1.427_B.1.429
MW631888.1	B.1.427_B.1.429
MW631892.1	B.1.427_B.1.429
MW631896.1	B.1.427_B.1.429
MW631901.1	B.1.427_B.1.429
MW631906.1	B.1.427_B.1.429
MW631913.1	B.1.427_B.1.429
MW631922.1	B.1.427_B.1.429
MW631924.1	B.1.427_B.1.429
MW631927.1	B.1.427_B.1.429
MW633917.1	B.1.1.7
MW633947.1	B.1.1.7
MW634076.1	B.1.427_B.1.429
MW634078.1	B.1.427_B.1.429
MW634131.1	B.1.427_B.1.429
MW634688.1	B.1.427_B.1.429
MW634720.1	B.1.427_B.1.429
MW634760.1	B.1.427_B.1.429
MW636466.1	B.1.427_B.1.429
MW636713.1	B.1.427_B.1.429
MW636919.1	B.1.427_B.1.429
MW636975.1	B.1.427_B.1.429
MW636979.1	B.1.427_B.1.429
MW636981.1	B.1.427_B.1.429
MW637011.1	B.1.427_B.1.429
MW637045.1	B.1.427_B.1.429
MW637055.1	B.1.427_B.1.429
MW637165.1	B.1.427_B.1.429
MW638260.1	B.1.427_B.1.429
MW638298.1	B.1.427_B.1.429
MW638445.1	B.1.427_B.1.429
MW638547.1	B.1.427_B.1.429
MW638616.1	B.1.427_B.1.429
MW638639.1	B.1.427_B.1.429
MW638930.1	B.1.427_B.1.429
MW638933.1	B.1.427_B.1.429
MW638938.1	B.1.427_B.1.429
MW638954.1	B.1.427_B.1.429
MW639957.1	B.1.427_B.1.429
MW640064.1	B.1.427_B.1.429
MW640088.1	B.1.427_B.1.429
MW640092.1	B.1.427_B.1.429
MW640128.1	B.1.427_B.1.429
MW640132.1	B.1.427_B.1.429
MW640157.1	B.1.427_B.1.429
MW640159.1	B.1.427_B.1.429
MW640168.1	B.1.427_B.1.429
MW640190.1	B.1.427_B.1.429
MW640287.1	B.1.427_B.1.429
MW640333.1	B.1.427_B.1.429
MW640337.1	B.1.427_B.1.429
MW640338.1	B.1.427_B.1.429
MW640363.1	B.1.427_B.1.429
MW640413.1	B.1.427_B.1.429
MW640601.1	B.1.427_B.1.429
MW642019.1	B.1.1.7
MW642020.1	B.1.1.7
MW642021.1	B.1.1.7
MW642022.1	B.1.1.7
MW642023.1	B.1.1.7
MW642024.1	B.1.1.7
MW642025.1	B.1.1.7
MW642026.1	B.1.1.7
MW642248.1	P.1
MW642250.1	P.1
MW642482.1	B.1.427_B.1.429
MW642483.1	B.1.427_B.1.429
MW642485.1	B.1.427_B.1.429
MW642489.1	B.1.427_B.1.429
MW642490.1	B.1.427_B.1.429
MW642491.1	B.1.427_B.1.429
MW642492.1	B.1.427_B.1.429
MW642494.1	B.1.427_B.1.429
MW642601.1	B.1.427_B.1.429
MW642614.1	B.1.427_B.1.429
MW642619.1	B.1.427_B.1.429
MW642652.1	B.1.427_B.1.429
MW642982.1	B.1.427_B.1.429
MW643282.1	B.1.427_B.1.429
MW643345.1	B.1.427_B.1.429
MW643376.1	B.1.427_B.1.429
MW643586.1	B.1.427_B.1.429
MW643589.1	B.1.427_B.1.429
MW643591.1	B.1.427_B.1.429
MW643646.1	B.1.427_B.1.429
MW643738.1	B.1.427_B.1.429
MW643750.1	B.1.427_B.1.429
MW643756.1	B.1.427_B.1.429
MW643757.1	B.1.427_B.1.429
MW643769.1	B.1.427_B.1.429
MW644000.1	B.1.427_B.1.429
MW644012.1	B.1.427_B.1.429
MW644022.1	B.1.427_B.1.429
MW644036.1	B.1.427_B.1.429
MW644289.1	B.1.427_B.1.429
MW644313.1	B.1.427_B.1.429
MW644495.1	B.1.427_B.1.429
MW644500.1	B.1.1.7
MW644514.1	B.1.1.7
MW646674.1	B.1.427_B.1.429
MW646688.1	B.1.427_B.1.429
MW646690.1	B.1.427_B.1.429
MW646701.1	B.1.427_B.1.429
MW646702.1	B.1.427_B.1.429
MW646737.1	B.1.427_B.1.429
MW646946.1	B.1.1.7
MW646947.1	B.1.1.7
MW646948.1	B.1.1.7
MW646949.1	B.1.1.7
MW646951.1	B.1.1.7
MW646952.1	B.1.1.7
MW646953.1	B.1.1.7
MW646954.1	B.1.1.7
MW647222.1	B.1.1.7
MW648050.2	B.1.427_B.1.429
MW648120.2	B.1.427_B.1.429
MW648279.1	B.1.1.7
MW648283.1	B.1.427_B.1.429
MW648297.1	B.1.427_B.1.429
MW648308.1	B.1.427_B.1.429
MW648317.1	B.1.427_B.1.429
MW648318.1	B.1.427_B.1.429
MW648319.1	B.1.427_B.1.429
MW648321.1	B.1.427_B.1.429
MW648746.1	B.1.427_B.1.429
MW648751.1	B.1.427_B.1.429
MW648755.1	B.1.427_B.1.429
MW651022.1	B.1.1.7
MW651023.1	B.1.1.7
MW651024.1	B.1.1.7
MW651025.1	B.1.1.7
MW651026.1	B.1.1.7
MW651027.1	B.1.1.7
MW653455.1	B.1.427_B.1.429
MW653456.1	B.1.427_B.1.429
MW653457.1	B.1.427_B.1.429
MW653458.1	B.1.427_B.1.429
MW653469.1	B.1.427_B.1.429
MW653480.1	B.1.427_B.1.429
MW653485.1	B.1.427_B.1.429
MW653487.1	B.1.427_B.1.429
MW653496.1	B.1.427_B.1.429
MW653498.1	B.1.427_B.1.429
MW653501.1	B.1.427_B.1.429
MW653505.1	B.1.427_B.1.429
MW653506.1	B.1.427_B.1.429
MW653507.1	B.1.427_B.1.429
MW653519.1	B.1.427_B.1.429
MW653532.1	B.1.427_B.1.429
MW653533.1	B.1.427_B.1.429
MW653534.1	B.1.427_B.1.429
MW653536.1	B.1.427_B.1.429
MW653537.1	B.1.427_B.1.429
MW653540.1	B.1.427_B.1.429
MW653546.1	B.1.427_B.1.429
MW653547.1	B.1.427_B.1.429
MW653548.1	B.1.427_B.1.429
MW653565.1	B.1.427_B.1.429
MW653582.1	B.1.427_B.1.429
MW653587.1	B.1.427_B.1.429
MW653594.1	B.1.427_B.1.429
MW653601.1	B.1.427_B.1.429
MW653603.1	B.1.427_B.1.429
MW653615.1	B.1.427_B.1.429
MW653840.1	B.1.1.7
MW653841.1	B.1.1.7
MW653842.1	B.1.1.7
MW653843.1	B.1.1.7
MW653844.1	B.1.1.7
MW653845.1	B.1.1.7
MW653846.1	B.1.1.7
MW653847.1	B.1.1.7
MW659093.1	B.1.1.7
MW660891.1	B.1.1.7
MW660892.1	B.1.1.7
MW660972.1	B.1.427_B.1.429
MW660973.1	B.1.1.7
MW660974.1	B.1.1.7
MW662138.1	B.1.1.7
MW662139.1	B.1.1.7
MW662140.1	B.1.1.7
MW662141.1	B.1.1.7
MW662142.1	B.1.1.7
MW662143.1	B.1.1.7
MW662144.1	B.1.1.7
MW662145.1	B.1.1.7
MW662146.1	B.1.1.7
MW662147.1	B.1.1.7
MW662148.1	B.1.1.7
MW662149.1	B.1.1.7
MW662150.1	B.1.1.7
MW662151.1	B.1.1.7
MW662152.1	B.1.1.7
MW662153.1	B.1.1.7
MW662154.1	B.1.1.7
MW662155.1	B.1.1.7
MW662157.1	B.1.1.7
MW662158.1	B.1.1.7
MW662159.1	B.1.1.7
MW662160.1	B.1.1.7
MW662161.1	B.1.1.7
MW662162.1	B.1.1.7
MW662163.1	B.1.1.7
MW662165.1	B.1.1.7
MW662166.1	B.1.1.7
MW662542.1	B.1.1.7
MW662543.1	B.1.1.7
MW662548.1	B.1.1.7
MW662561.1	B.1.1.7
MW662564.1	B.1.1.7
MW664360.1	B.1.1.7
MW664362.1	B.1.1.7
MW664375.1	B.1.1.7
MW664378.1	B.1.1.7
MW664379.1	B.1.1.7
MW664380.1	B.1.1.7
MW664384.1	B.1.1.7
MW664387.1	B.1.1.7
MW664406.1	B.1.1.7
MW664409.1	B.1.526
MW664412.1	B.1.1.7
MW665584.1	B.1.427_B.1.429
MW667030.1	B.1.427_B.1.429
MW667556.1	B.1.1.7
MW668519.1	B.1.427_B.1.429
MW669137.1	B.1.427_B.1.429
MW669214.1	B.1.427_B.1.429
MW669604.1	B.1.427_B.1.429
MW669736.1	B.1.427_B.1.429
MW669761.1	B.1.427_B.1.429
MW671587.1	B.1.427_B.1.429
MW671589.1	B.1.427_B.1.429
MW671604.1	B.1.427_B.1.429
MW671605.1	B.1.427_B.1.429
MW671626.1	B.1.427_B.1.429
MW671631.1	B.1.427_B.1.429
MW671633.1	B.1.427_B.1.429
MW671637.1	B.1.427_B.1.429
MW671641.1	B.1.427_B.1.429
MW671654.1	B.1.427_B.1.429
MW671659.1	B.1.427_B.1.429
MW671663.1	B.1.427_B.1.429
MW671668.1	B.1.427_B.1.429
MW671672.1	B.1.427_B.1.429
MW671681.1	B.1.427_B.1.429
MW671682.1	B.1.427_B.1.429
MW671685.1	B.1.427_B.1.429
MW671687.1	B.1.427_B.1.429
MW671689.1	B.1.427_B.1.429
MW671697.1	B.1.427_B.1.429
MW671698.1	B.1.427_B.1.429
MW671699.1	B.1.427_B.1.429
MW671703.1	B.1.427_B.1.429
MW671707.1	B.1.427_B.1.429
MW671710.1	B.1.427_B.1.429
MW671711.1	B.1.427_B.1.429
MW671719.1	B.1.427_B.1.429
MW671727.1	B.1.427_B.1.429
MW671730.1	B.1.427_B.1.429
MW671741.1	B.1.427_B.1.429
MW671743.1	B.1.427_B.1.429
MW672359.1	B.1.1.7
MW672367.1	B.1.1.7
MW672369.1	B.1.1.7
MW672370.1	B.1.1.7
MW672371.1	B.1.1.7
MW672373.1	B.1.1.7
MW672374.1	B.1.1.7
MW672376.1	B.1.1.7
MW672379.1	B.1.1.7
MW672381.1	B.1.1.7
MW672383.1	B.1.1.7
MW672385.1	B.1.1.7
MW672386.1	B.1.1.7
MW672387.1	B.1.1.7
MW672388.1	B.1.1.7
MW672390.1	B.1.1.7
MW672391.1	B.1.1.7
MW672672.1	B.1.427_B.1.429
MW672679.1	B.1.427_B.1.429
MW672709.1	B.1.427_B.1.429
MW672716.1	B.1.427_B.1.429
MW672749.1	B.1.427_B.1.429
MW672754.1	B.1.427_B.1.429
MW672758.1	B.1.427_B.1.429
MW672760.1	B.1.427_B.1.429
MW672761.1	B.1.427_B.1.429
MW672768.1	B.1.427_B.1.429
MW672771.1	B.1.427_B.1.429
MW672777.1	B.1.427_B.1.429
MW672779.1	B.1.427_B.1.429
MW672788.1	B.1.427_B.1.429
MW672794.1	B.1.427_B.1.429
MW672801.1	B.1.427_B.1.429
MW672804.1	B.1.427_B.1.429
MW672824.1	B.1.427_B.1.429
MW672886.1	B.1.427_B.1.429
MW672932.1	B.1.427_B.1.429
MW672962.1	B.1.427_B.1.429
MW672967.1	B.1.427_B.1.429
MW672996.1	B.1.427_B.1.429
MW672998.1	B.1.427_B.1.429
MW673029.1	B.1.427_B.1.429
MW673041.1	B.1.427_B.1.429
MW673086.1	B.1.427_B.1.429
MW673093.1	B.1.427_B.1.429
MW673101.1	B.1.427_B.1.429
MW673102.1	B.1.427_B.1.429
MW673114.1	B.1.427_B.1.429
MW673148.1	B.1.427_B.1.429
MW673184.1	B.1.427_B.1.429
MW673203.1	B.1.427_B.1.429
MW673206.1	B.1.427_B.1.429
MW673216.1	B.1.427_B.1.429
MW673224.1	B.1.427_B.1.429
MW673232.1	B.1.427_B.1.429
MW673235.1	B.1.427_B.1.429
MW673238.1	B.1.427_B.1.429
MW673242.1	B.1.427_B.1.429
MW673253.1	B.1.427_B.1.429
MW673256.1	B.1.427_B.1.429
MW673257.1	B.1.427_B.1.429
MW673262.1	B.1.427_B.1.429
MW673267.1	B.1.427_B.1.429
MW673271.1	B.1.427_B.1.429
MW673276.1	B.1.427_B.1.429
MW673277.1	B.1.427_B.1.429
MW673278.1	B.1.427_B.1.429
MW673279.1	B.1.427_B.1.429
MW673316.1	B.1.427_B.1.429
MW673325.1	B.1.427_B.1.429
MW673331.1	B.1.427_B.1.429
MW673345.1	B.1.427_B.1.429
MW673668.1	B.1.1.7
MW673669.1	B.1.1.7
MW673670.1	B.1.1.7
MW673672.1	B.1.1.7
MW673705.1	B.1.1.7
MW673706.1	B.1.1.7
MW673707.1	B.1.1.7
MW673708.1	B.1.1.7
MW674249.1	B.1.427_B.1.429
MW674252.1	B.1.1.7
MW674253.1	B.1.427_B.1.429
MW674255.1	B.1.427_B.1.429
MW674258.1	B.1.427_B.1.429
MW674260.1	B.1.427_B.1.429
MW674261.1	B.1.427_B.1.429
MW674262.1	B.1.427_B.1.429
MW674266.1	B.1.427_B.1.429
MW674797.1	B.1.427_B.1.429
MW674800.1	B.1.427_B.1.429
MW674801.1	B.1.427_B.1.429
MW677552.1	B.1.427_B.1.429
MW677964.1	B.1.1.7
MW677971.1	B.1.1.7
MW677973.1	B.1.1.7
MW677975.1	B.1.1.7
MW679503.1	B.1.427_B.1.429
MW681043.1	B.1.1.7
MW681101.1	B.1.1.7
MW681549.1	B.1.427_B.1.429
MW681557.1	B.1.427_B.1.429
MW684202.1	B.1.427_B.1.429
MW684541.1	B.1.1.7
MW684585.1	B.1.1.7
MW684586.1	B.1.1.7
MW684587.1	B.1.1.7
MW684588.1	B.1.1.7
MW684589.1	B.1.1.7
